split,image_id,image_path,width,height,label_path,num_objects,class_ids,annotation_format
train,IMG_1966_JPG.rf.4de50ee0c169d1e5b54afdf02019fbb6.jpg,E:\project\orangefruitnet\train\images\IMG_1966_JPG.rf.4de50ee0c169d1e5b54afdf02019fbb6.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1966_JPG.rf.4de50ee0c169d1e5b54afdf02019fbb6.txt,9,[1],YOLO
train,IMG_1967_JPG.rf.fb0f828c35778e872001b733ecb35175.jpg,E:\project\orangefruitnet\train\images\IMG_1967_JPG.rf.fb0f828c35778e872001b733ecb35175.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1967_JPG.rf.fb0f828c35778e872001b733ecb35175.txt,14,"[1, 2]",YOLO
train,IMG_1968_JPG.rf.0297c06671ea3d609dd13383ea62292e.jpg,E:\project\orangefruitnet\train\images\IMG_1968_JPG.rf.0297c06671ea3d609dd13383ea62292e.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1968_JPG.rf.0297c06671ea3d609dd13383ea62292e.txt,15,"[1, 2]",YOLO
train,IMG_1969_JPG.rf.e7ce3f298514c8902e35e4ec280d660d.jpg,E:\project\orangefruitnet\train\images\IMG_1969_JPG.rf.e7ce3f298514c8902e35e4ec280d660d.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1969_JPG.rf.e7ce3f298514c8902e35e4ec280d660d.txt,13,[1],YOLO
train,IMG_1970_JPG.rf.bdb5b6fc827109ce0169ddb2264be926.jpg,E:\project\orangefruitnet\train\images\IMG_1970_JPG.rf.bdb5b6fc827109ce0169ddb2264be926.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1970_JPG.rf.bdb5b6fc827109ce0169ddb2264be926.txt,11,[1],YOLO
train,IMG_1971_JPG.rf.08e702f31a5e80cd218dfec846c6fe76.jpg,E:\project\orangefruitnet\train\images\IMG_1971_JPG.rf.08e702f31a5e80cd218dfec846c6fe76.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1971_JPG.rf.08e702f31a5e80cd218dfec846c6fe76.txt,3,[1],YOLO
train,IMG_1972_JPG.rf.f1cb1ffa2624f13016c79171b10b85f6.jpg,E:\project\orangefruitnet\train\images\IMG_1972_JPG.rf.f1cb1ffa2624f13016c79171b10b85f6.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1972_JPG.rf.f1cb1ffa2624f13016c79171b10b85f6.txt,9,[1],YOLO
train,IMG_1973_JPG.rf.799771b6b8551c9d1ba38838bc1e22a5.jpg,E:\project\orangefruitnet\train\images\IMG_1973_JPG.rf.799771b6b8551c9d1ba38838bc1e22a5.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1973_JPG.rf.799771b6b8551c9d1ba38838bc1e22a5.txt,4,[1],YOLO
train,IMG_1974_JPG.rf.9f954206d320b3c346566f5d733229d7.jpg,E:\project\orangefruitnet\train\images\IMG_1974_JPG.rf.9f954206d320b3c346566f5d733229d7.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1974_JPG.rf.9f954206d320b3c346566f5d733229d7.txt,4,[1],YOLO
train,IMG_1975_JPG.rf.60d875b3b712e233a4536c25d96b99b8.jpg,E:\project\orangefruitnet\train\images\IMG_1975_JPG.rf.60d875b3b712e233a4536c25d96b99b8.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1975_JPG.rf.60d875b3b712e233a4536c25d96b99b8.txt,10,[1],YOLO
train,IMG_1976_JPG.rf.47e91cdcf90bc9949e5c5bbd1de2a186.jpg,E:\project\orangefruitnet\train\images\IMG_1976_JPG.rf.47e91cdcf90bc9949e5c5bbd1de2a186.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1976_JPG.rf.47e91cdcf90bc9949e5c5bbd1de2a186.txt,8,"[1, 2]",YOLO
train,IMG_1977_JPG.rf.b6cea5bba319cd97443ae68a61d285d9.jpg,E:\project\orangefruitnet\train\images\IMG_1977_JPG.rf.b6cea5bba319cd97443ae68a61d285d9.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1977_JPG.rf.b6cea5bba319cd97443ae68a61d285d9.txt,16,[1],YOLO
train,IMG_1978_JPG.rf.b3b8f463fefd4f35497293f17b783601.jpg,E:\project\orangefruitnet\train\images\IMG_1978_JPG.rf.b3b8f463fefd4f35497293f17b783601.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1978_JPG.rf.b3b8f463fefd4f35497293f17b783601.txt,10,[1],YOLO
train,IMG_1986_JPG.rf.ddb8f7f797d0b46da44f32e72b93eb2e.jpg,E:\project\orangefruitnet\train\images\IMG_1986_JPG.rf.ddb8f7f797d0b46da44f32e72b93eb2e.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1986_JPG.rf.ddb8f7f797d0b46da44f32e72b93eb2e.txt,16,[1],YOLO
train,IMG_1987_JPG.rf.9edb6ee068fb2e7b53d7eb85413af9f2.jpg,E:\project\orangefruitnet\train\images\IMG_1987_JPG.rf.9edb6ee068fb2e7b53d7eb85413af9f2.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1987_JPG.rf.9edb6ee068fb2e7b53d7eb85413af9f2.txt,11,[1],YOLO
train,IMG_1988_JPG.rf.84115a5c83f5b0cc747e01092a92d303.jpg,E:\project\orangefruitnet\train\images\IMG_1988_JPG.rf.84115a5c83f5b0cc747e01092a92d303.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1988_JPG.rf.84115a5c83f5b0cc747e01092a92d303.txt,8,"[1, 2]",YOLO
train,IMG_1989_JPG.rf.546f5b80d21a9b309bee36d48bd9f87b.jpg,E:\project\orangefruitnet\train\images\IMG_1989_JPG.rf.546f5b80d21a9b309bee36d48bd9f87b.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1989_JPG.rf.546f5b80d21a9b309bee36d48bd9f87b.txt,9,[1],YOLO
train,IMG_1990_JPG.rf.c79161500f3d35ace213fd34c40950a3.jpg,E:\project\orangefruitnet\train\images\IMG_1990_JPG.rf.c79161500f3d35ace213fd34c40950a3.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1990_JPG.rf.c79161500f3d35ace213fd34c40950a3.txt,4,[1],YOLO
train,IMG_1991_JPG.rf.3287b0c97f7b09a3216ed3889f931f69.jpg,E:\project\orangefruitnet\train\images\IMG_1991_JPG.rf.3287b0c97f7b09a3216ed3889f931f69.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1991_JPG.rf.3287b0c97f7b09a3216ed3889f931f69.txt,6,[1],YOLO
train,IMG_1992_JPG.rf.990b7fe453d4a75edfb03f36e8709fb9.jpg,E:\project\orangefruitnet\train\images\IMG_1992_JPG.rf.990b7fe453d4a75edfb03f36e8709fb9.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1992_JPG.rf.990b7fe453d4a75edfb03f36e8709fb9.txt,3,[1],YOLO
train,IMG_1993_JPG.rf.51ebb4869f2eea29fe10a7e8f66ef5b8.jpg,E:\project\orangefruitnet\train\images\IMG_1993_JPG.rf.51ebb4869f2eea29fe10a7e8f66ef5b8.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1993_JPG.rf.51ebb4869f2eea29fe10a7e8f66ef5b8.txt,76,[1],YOLO
train,IMG_1994_JPG.rf.c09839376996979decb320d4f6d8140d.jpg,E:\project\orangefruitnet\train\images\IMG_1994_JPG.rf.c09839376996979decb320d4f6d8140d.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1994_JPG.rf.c09839376996979decb320d4f6d8140d.txt,45,"[1, 2]",YOLO
train,IMG_1995_JPG.rf.74d6aca5f9fb06c2551e694b7b981387.jpg,E:\project\orangefruitnet\train\images\IMG_1995_JPG.rf.74d6aca5f9fb06c2551e694b7b981387.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1995_JPG.rf.74d6aca5f9fb06c2551e694b7b981387.txt,43,"[1, 2]",YOLO
train,IMG_1996_JPG.rf.70c3b2d17a4ae8ba5dde2ca78713ac3a.jpg,E:\project\orangefruitnet\train\images\IMG_1996_JPG.rf.70c3b2d17a4ae8ba5dde2ca78713ac3a.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1996_JPG.rf.70c3b2d17a4ae8ba5dde2ca78713ac3a.txt,46,"[1, 2]",YOLO
train,IMG_1997_JPG.rf.cff5934efc73de571e612b4b72304e0a.jpg,E:\project\orangefruitnet\train\images\IMG_1997_JPG.rf.cff5934efc73de571e612b4b72304e0a.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1997_JPG.rf.cff5934efc73de571e612b4b72304e0a.txt,12,[1],YOLO
train,IMG_1998_JPG.rf.ebe712dbcb310c91f74323c2147967a6.jpg,E:\project\orangefruitnet\train\images\IMG_1998_JPG.rf.ebe712dbcb310c91f74323c2147967a6.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1998_JPG.rf.ebe712dbcb310c91f74323c2147967a6.txt,6,"[1, 2]",YOLO
train,IMG_1999_JPG.rf.30e4c64ef6f1dae5513ff7fb7bd4fc2c.jpg,E:\project\orangefruitnet\train\images\IMG_1999_JPG.rf.30e4c64ef6f1dae5513ff7fb7bd4fc2c.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_1999_JPG.rf.30e4c64ef6f1dae5513ff7fb7bd4fc2c.txt,1,[1],YOLO
train,IMG_2000_JPG.rf.16f28de52f9fce01a833ff4b7caf83a0.jpg,E:\project\orangefruitnet\train\images\IMG_2000_JPG.rf.16f28de52f9fce01a833ff4b7caf83a0.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2000_JPG.rf.16f28de52f9fce01a833ff4b7caf83a0.txt,15,[1],YOLO
train,IMG_2001_JPG.rf.de8eac0d15a8a7b8f3adc49adc8e1b4a.jpg,E:\project\orangefruitnet\train\images\IMG_2001_JPG.rf.de8eac0d15a8a7b8f3adc49adc8e1b4a.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2001_JPG.rf.de8eac0d15a8a7b8f3adc49adc8e1b4a.txt,3,[1],YOLO
train,IMG_2002_JPG.rf.869483dcec48b60e33419129e8c24e3c.jpg,E:\project\orangefruitnet\train\images\IMG_2002_JPG.rf.869483dcec48b60e33419129e8c24e3c.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2002_JPG.rf.869483dcec48b60e33419129e8c24e3c.txt,8,[1],YOLO
train,IMG_2003_JPG.rf.91f8b6af07a9c338536d9d07f50ac4c0.jpg,E:\project\orangefruitnet\train\images\IMG_2003_JPG.rf.91f8b6af07a9c338536d9d07f50ac4c0.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2003_JPG.rf.91f8b6af07a9c338536d9d07f50ac4c0.txt,2,[1],YOLO
train,IMG_2004_JPG.rf.2a75867ff7380a85a0c5707a8679838f.jpg,E:\project\orangefruitnet\train\images\IMG_2004_JPG.rf.2a75867ff7380a85a0c5707a8679838f.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2004_JPG.rf.2a75867ff7380a85a0c5707a8679838f.txt,4,[1],YOLO
train,IMG_2005_JPG.rf.3f87c168a5579172e56dc8f5f14c48fd.jpg,E:\project\orangefruitnet\train\images\IMG_2005_JPG.rf.3f87c168a5579172e56dc8f5f14c48fd.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2005_JPG.rf.3f87c168a5579172e56dc8f5f14c48fd.txt,6,[1],YOLO
train,IMG_2006_JPG.rf.8bb821576bc3e1bf0e202ed3cf2ee504.jpg,E:\project\orangefruitnet\train\images\IMG_2006_JPG.rf.8bb821576bc3e1bf0e202ed3cf2ee504.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2006_JPG.rf.8bb821576bc3e1bf0e202ed3cf2ee504.txt,11,[1],YOLO
train,IMG_2007_JPG.rf.17b89f1cfb364ab0bb0888f70979160b.jpg,E:\project\orangefruitnet\train\images\IMG_2007_JPG.rf.17b89f1cfb364ab0bb0888f70979160b.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2007_JPG.rf.17b89f1cfb364ab0bb0888f70979160b.txt,15,"[1, 2]",YOLO
train,IMG_2008_JPG.rf.6bcbd7374e4363f5046c8bc8b40fb5c8.jpg,E:\project\orangefruitnet\train\images\IMG_2008_JPG.rf.6bcbd7374e4363f5046c8bc8b40fb5c8.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2008_JPG.rf.6bcbd7374e4363f5046c8bc8b40fb5c8.txt,1,[1],YOLO
train,IMG_2009_JPG.rf.89892823aa65ebea2af51a1123916c2a.jpg,E:\project\orangefruitnet\train\images\IMG_2009_JPG.rf.89892823aa65ebea2af51a1123916c2a.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2009_JPG.rf.89892823aa65ebea2af51a1123916c2a.txt,17,[1],YOLO
train,IMG_2010_JPG.rf.2697f258ffa71d6e31978adab03b3a60.jpg,E:\project\orangefruitnet\train\images\IMG_2010_JPG.rf.2697f258ffa71d6e31978adab03b3a60.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2010_JPG.rf.2697f258ffa71d6e31978adab03b3a60.txt,24,"[1, 2]",YOLO
train,IMG_2012_JPG.rf.30836480be2be4a9f544f136c6f5221c.jpg,E:\project\orangefruitnet\train\images\IMG_2012_JPG.rf.30836480be2be4a9f544f136c6f5221c.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2012_JPG.rf.30836480be2be4a9f544f136c6f5221c.txt,22,[1],YOLO
train,IMG_2013_JPG.rf.7a1dd825b4467becd77a3fc250c68bf9.jpg,E:\project\orangefruitnet\train\images\IMG_2013_JPG.rf.7a1dd825b4467becd77a3fc250c68bf9.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2013_JPG.rf.7a1dd825b4467becd77a3fc250c68bf9.txt,11,[1],YOLO
train,IMG_2015_JPG.rf.4fd394cfb73109960fcdd4330f0df08a.jpg,E:\project\orangefruitnet\train\images\IMG_2015_JPG.rf.4fd394cfb73109960fcdd4330f0df08a.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2015_JPG.rf.4fd394cfb73109960fcdd4330f0df08a.txt,5,[1],YOLO
train,IMG_2016_JPG.rf.e700b8dfbd57cd41cb246c65358ad689.jpg,E:\project\orangefruitnet\train\images\IMG_2016_JPG.rf.e700b8dfbd57cd41cb246c65358ad689.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2016_JPG.rf.e700b8dfbd57cd41cb246c65358ad689.txt,17,[1],YOLO
train,IMG_2017_JPG.rf.894f0dd8252ce2a922ef44fce24c653a.jpg,E:\project\orangefruitnet\train\images\IMG_2017_JPG.rf.894f0dd8252ce2a922ef44fce24c653a.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2017_JPG.rf.894f0dd8252ce2a922ef44fce24c653a.txt,14,[1],YOLO
train,IMG_2018_JPG.rf.616a273acc1bc6f3caa61b3416c84a54.jpg,E:\project\orangefruitnet\train\images\IMG_2018_JPG.rf.616a273acc1bc6f3caa61b3416c84a54.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2018_JPG.rf.616a273acc1bc6f3caa61b3416c84a54.txt,5,[1],YOLO
train,IMG_2019_JPG.rf.9526813c4c903a3589108bee25493e02.jpg,E:\project\orangefruitnet\train\images\IMG_2019_JPG.rf.9526813c4c903a3589108bee25493e02.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2019_JPG.rf.9526813c4c903a3589108bee25493e02.txt,5,"[1, 2]",YOLO
train,IMG_2020_JPG.rf.01e495dc601d723c9c72c346fca4569b.jpg,E:\project\orangefruitnet\train\images\IMG_2020_JPG.rf.01e495dc601d723c9c72c346fca4569b.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2020_JPG.rf.01e495dc601d723c9c72c346fca4569b.txt,5,[1],YOLO
train,IMG_2022_JPG.rf.5c8187ffbfcd384f47832504fe7f091a.jpg,E:\project\orangefruitnet\train\images\IMG_2022_JPG.rf.5c8187ffbfcd384f47832504fe7f091a.jpg,6000,4000,E:\project\orangefruitnet\train\labels\IMG_2022_JPG.rf.5c8187ffbfcd384f47832504fe7f091a.txt,18,[1],YOLO
train,IMG_20230123_112238_1_jpg.rf.dafa5d11466b8c467f0041b925eeb6d1.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_112238_1_jpg.rf.dafa5d11466b8c467f0041b925eeb6d1.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_112238_1_jpg.rf.dafa5d11466b8c467f0041b925eeb6d1.txt,117,[2],YOLO
train,IMG_20230123_112244_jpg.rf.bbad16da83f780dab6c90f06b7bb64f4.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_112244_jpg.rf.bbad16da83f780dab6c90f06b7bb64f4.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_112244_jpg.rf.bbad16da83f780dab6c90f06b7bb64f4.txt,39,[2],YOLO
train,IMG_20230123_112247_1_jpg.rf.7ac88c15627d595eae53979da5649057.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_112247_1_jpg.rf.7ac88c15627d595eae53979da5649057.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_112247_1_jpg.rf.7ac88c15627d595eae53979da5649057.txt,54,[2],YOLO
train,IMG_20230123_112251_jpg.rf.b242d01ab991b413df841e199d2cda4e.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_112251_jpg.rf.b242d01ab991b413df841e199d2cda4e.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_112251_jpg.rf.b242d01ab991b413df841e199d2cda4e.txt,6,[2],YOLO
train,IMG_20230123_112504_jpg.rf.0b6d66f9812f91c61a4b84a5014f9245.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_112504_jpg.rf.0b6d66f9812f91c61a4b84a5014f9245.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_112504_jpg.rf.0b6d66f9812f91c61a4b84a5014f9245.txt,50,[2],YOLO
train,IMG_20230123_113052_jpg.rf.8b0ee0c22156d4de63cb8634cb585490.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113052_jpg.rf.8b0ee0c22156d4de63cb8634cb585490.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113052_jpg.rf.8b0ee0c22156d4de63cb8634cb585490.txt,114,[2],YOLO
train,IMG_20230123_113132_jpg.rf.afcc949d113ac161ba1a372aa9fbc0ed.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113132_jpg.rf.afcc949d113ac161ba1a372aa9fbc0ed.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113132_jpg.rf.afcc949d113ac161ba1a372aa9fbc0ed.txt,27,[2],YOLO
train,IMG_20230123_113704_jpg.rf.c0820bb68838b73fb921e3ea5ead0aa0.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113704_jpg.rf.c0820bb68838b73fb921e3ea5ead0aa0.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113704_jpg.rf.c0820bb68838b73fb921e3ea5ead0aa0.txt,128,[2],YOLO
train,IMG_20230123_113721_jpg.rf.72b48f0af5d02dcc4aed0d1e921ec4cd.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113721_jpg.rf.72b48f0af5d02dcc4aed0d1e921ec4cd.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113721_jpg.rf.72b48f0af5d02dcc4aed0d1e921ec4cd.txt,13,[2],YOLO
train,IMG_20230123_113722_jpg.rf.4f383ec4c30131c9b2edfa56591afbb5.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113722_jpg.rf.4f383ec4c30131c9b2edfa56591afbb5.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113722_jpg.rf.4f383ec4c30131c9b2edfa56591afbb5.txt,10,[2],YOLO
train,IMG_20230123_113724_jpg.rf.d106e8ba689f8a8eb52e2cc224658d9a.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113724_jpg.rf.d106e8ba689f8a8eb52e2cc224658d9a.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113724_jpg.rf.d106e8ba689f8a8eb52e2cc224658d9a.txt,17,[2],YOLO
train,IMG_20230123_113726_jpg.rf.312aa734dc49a5012a601da507f6046f.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113726_jpg.rf.312aa734dc49a5012a601da507f6046f.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113726_jpg.rf.312aa734dc49a5012a601da507f6046f.txt,16,[2],YOLO
train,IMG_20230123_113730_jpg.rf.b86b05717be605edc69a2224f751a9e1.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113730_jpg.rf.b86b05717be605edc69a2224f751a9e1.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113730_jpg.rf.b86b05717be605edc69a2224f751a9e1.txt,46,[2],YOLO
train,IMG_20230123_113733_1_jpg.rf.393d5be1daa1dccbd5969385666adf53.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113733_1_jpg.rf.393d5be1daa1dccbd5969385666adf53.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113733_1_jpg.rf.393d5be1daa1dccbd5969385666adf53.txt,86,[2],YOLO
train,IMG_20230123_113738_jpg.rf.b145f0f7fbe4ead4642fb3fe769b2bbe.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113738_jpg.rf.b145f0f7fbe4ead4642fb3fe769b2bbe.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113738_jpg.rf.b145f0f7fbe4ead4642fb3fe769b2bbe.txt,24,[2],YOLO
train,IMG_20230123_113739_jpg.rf.9d8f0c5ccdd899a7172b0f613cafec77.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113739_jpg.rf.9d8f0c5ccdd899a7172b0f613cafec77.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113739_jpg.rf.9d8f0c5ccdd899a7172b0f613cafec77.txt,38,[2],YOLO
train,IMG_20230123_113741_1_jpg.rf.4255bde57f79ad0f98a8b6d39de6e581.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113741_1_jpg.rf.4255bde57f79ad0f98a8b6d39de6e581.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113741_1_jpg.rf.4255bde57f79ad0f98a8b6d39de6e581.txt,6,[2],YOLO
train,IMG_20230123_113743_jpg.rf.63049e07f359d7eed47836b3660bf546.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113743_jpg.rf.63049e07f359d7eed47836b3660bf546.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113743_jpg.rf.63049e07f359d7eed47836b3660bf546.txt,5,[2],YOLO
train,IMG_20230123_113746_jpg.rf.74e3bfe6fe97cc717bef10accb1ed1d0.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113746_jpg.rf.74e3bfe6fe97cc717bef10accb1ed1d0.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113746_jpg.rf.74e3bfe6fe97cc717bef10accb1ed1d0.txt,8,[2],YOLO
train,IMG_20230123_113807_jpg.rf.c5c7cb590a11bded33c663f56afbfa08.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113807_jpg.rf.c5c7cb590a11bded33c663f56afbfa08.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113807_jpg.rf.c5c7cb590a11bded33c663f56afbfa08.txt,9,[2],YOLO
train,IMG_20230123_113813_jpg.rf.fe18599d34f8e5a47b30112570a0f75f.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113813_jpg.rf.fe18599d34f8e5a47b30112570a0f75f.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113813_jpg.rf.fe18599d34f8e5a47b30112570a0f75f.txt,1,[2],YOLO
train,IMG_20230123_113814_1_jpg.rf.411c37bf860801225270019034a4c17e.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113814_1_jpg.rf.411c37bf860801225270019034a4c17e.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113814_1_jpg.rf.411c37bf860801225270019034a4c17e.txt,4,[2],YOLO
train,IMG_20230123_113819_jpg.rf.949ce3a9a784d00de95a477d36e77028.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113819_jpg.rf.949ce3a9a784d00de95a477d36e77028.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113819_jpg.rf.949ce3a9a784d00de95a477d36e77028.txt,9,[2],YOLO
train,IMG_20230123_113825_1_jpg.rf.65b0bd78bb8be244db0cb11eba47cb95.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113825_1_jpg.rf.65b0bd78bb8be244db0cb11eba47cb95.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113825_1_jpg.rf.65b0bd78bb8be244db0cb11eba47cb95.txt,13,[2],YOLO
train,IMG_20230123_113827_jpg.rf.d5550307b6c8a811e1d749077cd230c9.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113827_jpg.rf.d5550307b6c8a811e1d749077cd230c9.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113827_jpg.rf.d5550307b6c8a811e1d749077cd230c9.txt,13,[2],YOLO
train,IMG_20230123_113832_1_jpg.rf.2bba8c4836c554e48a3a115dcf84797b.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113832_1_jpg.rf.2bba8c4836c554e48a3a115dcf84797b.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113832_1_jpg.rf.2bba8c4836c554e48a3a115dcf84797b.txt,13,[2],YOLO
train,IMG_20230123_113834_1_jpg.rf.c6b23d5cc99d16c85058a6a19dc5199f.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113834_1_jpg.rf.c6b23d5cc99d16c85058a6a19dc5199f.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113834_1_jpg.rf.c6b23d5cc99d16c85058a6a19dc5199f.txt,19,[2],YOLO
train,IMG_20230123_113849_jpg.rf.2acb4f1bbce26d798b3c93299e4b2f91.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113849_jpg.rf.2acb4f1bbce26d798b3c93299e4b2f91.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113849_jpg.rf.2acb4f1bbce26d798b3c93299e4b2f91.txt,19,[2],YOLO
train,IMG_20230123_113851_jpg.rf.152c4b129a9aa25acf248343d649b228.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113851_jpg.rf.152c4b129a9aa25acf248343d649b228.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113851_jpg.rf.152c4b129a9aa25acf248343d649b228.txt,4,[2],YOLO
train,IMG_20230123_113852_1_jpg.rf.e9e16d3fbc35c2a3677c4cb87de62889.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113852_1_jpg.rf.e9e16d3fbc35c2a3677c4cb87de62889.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113852_1_jpg.rf.e9e16d3fbc35c2a3677c4cb87de62889.txt,6,[2],YOLO
train,IMG_20230123_113854_jpg.rf.18379d8c643ce771991056757035c539.jpg,E:\project\orangefruitnet\train\images\IMG_20230123_113854_jpg.rf.18379d8c643ce771991056757035c539.jpg,4032,2268,E:\project\orangefruitnet\train\labels\IMG_20230123_113854_jpg.rf.18379d8c643ce771991056757035c539.txt,9,[2],YOLO
